Species,PokeAPIName,Move,Level,Type,Reason,SourceGen
Dartrix,dartrix,Swift,,Normal,TM/HM,9
Dartrix,dartrix,Snore,,Normal,TM/HM,8
Dartrix,dartrix,Giga Drain,,Grass,TM/HM,9
Dartrix,dartrix,Endure,,Normal,TM/HM,9
Dartrix,dartrix,Baton Pass,,Normal,TM/HM,9
Dartrix,dartrix,Rain Dance,,Water,TM/HM,9
Dartrix,dartrix,Helping Hand,,Normal,TM/HM,9
Dartrix,dartrix,Knock Off,,Dark,TM/HM,9
Dartrix,dartrix,Knock Off,,Dark,Egg,9
Dartrix,dartrix,Feather Dance,,Flying,TM/HM,9
Dartrix,dartrix,Air Cutter,,Flying,TM/HM,9
Dartrix,dartrix,Bullet Seed,,Grass,TM/HM,9
Dartrix,dartrix,Aerial Ace,,Flying,TM/HM,9
Dartrix,dartrix,Magical Leaf,,Grass,TM/HM,9
Dartrix,dartrix,Leaf Blade,,Grass,TM/HM,8
Dartrix,dartrix,Roost,,Flying,Egg,9
Dartrix,dartrix,Tailwind,,Flying,TM/HM,9
Dartrix,dartrix,Seed Bomb,,Grass,TM/HM,9
Dartrix,dartrix,Air Slash,,Flying,TM/HM,9
Dartrix,dartrix,Brave Bird,,Flying,TM/HM,9
Dartrix,dartrix,Nasty Plot,,Dark,TM/HM,9
Dartrix,dartrix,Defog,,Flying,Egg,9
Dartrix,dartrix,Leaf Storm,,Grass,TM/HM,9
Dartrix,dartrix,Grass Pledge,,Grass,TM/HM,9
Dartrix,dartrix,Work Up,,Normal,TM/HM,8
Dartrix,dartrix,Grassy Terrain,,Grass,TM/HM,9
Dartrix,dartrix,Grassy Glide,,Grass,TM/HM,9
Dartrix,dartrix,Grassy Glide,,Grass,Tutor,8
Dartrix,dartrix,Dual Wingbeat,,Flying,TM/HM,9
Dartrix,dartrix,Dual Wingbeat,,Flying,Tutor,8
Dartrix,dartrix,Tera Blast,,Normal,TM/HM,9
Dartrix,dartrix,Trailblaze,,Grass,TM/HM,9
Decidueye,decidueye,Growl,1,Normal,EarlyAndLaterPair,7
Decidueye,decidueye,Peck,1,Flying,EarlyAndLaterPair,9
Decidueye,decidueye,Peck,9,Flying,EarlyAndLaterPair,9
Decidueye,decidueye,Astonish,1,Ghost,EarlyAndLaterPair,7
Decidueye,decidueye,Shadow Sneak,1,Ghost,EarlyAndLaterPair,9
Decidueye,decidueye,Shadow Sneak,12,Ghost,EarlyAndLaterPair,9
Decidueye,decidueye,Take Down,,Normal,TM/HM,9
Decidueye,decidueye,Hyper Beam,,Normal,TM/HM,9
Decidueye,decidueye,Low Kick,,Fighting,TM/HM,9
Decidueye,decidueye,Night Shade,,Ghost,TM/HM,9
Decidueye,decidueye,Double Team,,Normal,Egg,9
Decidueye,decidueye,Confuse Ray,,Ghost,TM/HM,9
Decidueye,decidueye,Confuse Ray,,Ghost,Egg,9
Decidueye,decidueye,Haze,,Ice,TM/HM,9
Decidueye,decidueye,Swift,,Normal,TM/HM,9
Decidueye,decidueye,Snore,,Normal,TM/HM,8
Decidueye,decidueye,Curse,,Ghost,TM/HM,9
Decidueye,decidueye,Reversal,,Fighting,TM/HM,9
Decidueye,decidueye,Spite,,Ghost,TM/HM,9
Decidueye,decidueye,Scary Face,,Normal,TM/HM,9
Decidueye,decidueye,Giga Drain,,Grass,TM/HM,9
Decidueye,decidueye,Endure,,Normal,TM/HM,9
Decidueye,decidueye,Baton Pass,,Normal,TM/HM,9
Decidueye,decidueye,Rain Dance,,Water,TM/HM,9
Decidueye,decidueye,Focus Punch,,Fighting,TM/HM,9
Decidueye,decidueye,Taunt,,Dark,TM/HM,9
Decidueye,decidueye,Helping Hand,,Normal,TM/HM,9
Decidueye,decidueye,Brick Break,,Fighting,TM/HM,9
Decidueye,decidueye,Knock Off,,Dark,TM/HM,9
Decidueye,decidueye,Knock Off,,Dark,Egg,9
Decidueye,decidueye,Imprison,,Psychic,TM/HM,9
Decidueye,decidueye,Feather Dance,,Flying,TM/HM,9
Decidueye,decidueye,Air Cutter,,Flying,TM/HM,9
Decidueye,decidueye,Rock Tomb,,Rock,TM/HM,9
Decidueye,decidueye,Bullet Seed,,Grass,TM/HM,9
Decidueye,decidueye,Aerial Ace,,Flying,TM/HM,9
Decidueye,decidueye,Frenzy Plant,,Grass,TM/HM,9
Decidueye,decidueye,Bulk Up,,Fighting,TM/HM,9
Decidueye,decidueye,Magical Leaf,,Grass,TM/HM,9
Decidueye,decidueye,Leaf Blade,,Grass,TM/HM,8
Decidueye,decidueye,Roost,,Flying,Egg,9
Decidueye,decidueye,Tailwind,,Flying,TM/HM,9
Decidueye,decidueye,Close Combat,,Fighting,TM/HM,9
Decidueye,decidueye,Aura Sphere,,Fighting,TM/HM,9
Decidueye,decidueye,Seed Bomb,,Grass,TM/HM,9
Decidueye,decidueye,Air Slash,,Flying,TM/HM,9
Decidueye,decidueye,Focus Blast,,Fighting,TM/HM,9
Decidueye,decidueye,Brave Bird,,Flying,TM/HM,9
Decidueye,decidueye,Nasty Plot,,Dark,TM/HM,9
Decidueye,decidueye,Psycho Cut,,Psychic,TM/HM,8
Decidueye,decidueye,Defog,,Flying,Egg,9
Decidueye,decidueye,Leaf Storm,,Grass,TM/HM,9
Decidueye,decidueye,Hex,,Ghost,TM/HM,9
Decidueye,decidueye,Grass Pledge,,Grass,TM/HM,9
Decidueye,decidueye,Work Up,,Normal,TM/HM,8
Decidueye,decidueye,Hurricane,,Flying,TM/HM,9
Decidueye,decidueye,Phantom Force,,Ghost,TM/HM,9
Decidueye,decidueye,Grassy Terrain,,Grass,TM/HM,9
Decidueye,decidueye,Solar Blade,,Grass,TM/HM,9
Decidueye,decidueye,Grassy Glide,,Grass,TM/HM,9
Decidueye,decidueye,Grassy Glide,,Grass,Tutor,8
Decidueye,decidueye,Skitter Smack,,Bug,TM/HM,9
Decidueye,decidueye,Skitter Smack,,Bug,Tutor,8
Decidueye,decidueye,Poltergeist,,Ghost,TM/HM,9
Decidueye,decidueye,Poltergeist,,Ghost,Tutor,8
Decidueye,decidueye,Coaching,,Fighting,TM/HM,9
Decidueye,decidueye,Dual Wingbeat,,Flying,TM/HM,9
Decidueye,decidueye,Dual Wingbeat,,Flying,Tutor,8
Decidueye,decidueye,Tera Blast,,Normal,TM/HM,9
Decidueye,decidueye,Trailblaze,,Grass,TM/HM,9
Decidueye,decidueye,Upper Hand,,Fighting,TM/HM,9
Litten,litten,Growl,1,Normal,EarlyAndLaterPair,7
Litten,litten,Ember,3,Fire,EarlyAndLaterPair,9
Litten,litten,Pay Day,,Normal,TM/HM,8
Litten,litten,Body Slam,,Normal,TM/HM,9
Litten,litten,Take Down,,Normal,TM/HM,9
Litten,litten,Double Edge,,Normal,TM/HM,9
Litten,litten,Fire Spin,,Fire,TM/HM,9
Litten,litten,Leech Life,,Bug,TM/HM,9
Litten,litten,Snore,,Normal,TM/HM,8
Litten,litten,Scary Face,,Normal,TM/HM,9
Litten,litten,Outrage,,Dragon,TM/HM,9
Litten,litten,Endure,,Normal,TM/HM,9
Litten,litten,Crunch,,Dark,TM/HM,9
Litten,litten,Heat Wave,,Fire,TM/HM,9
Litten,litten,Helping Hand,,Normal,TM/HM,9
Litten,litten,Revenge,,Fighting,TM/HM,8
Litten,litten,Endeavor,,Normal,TM/HM,9
Litten,litten,Flare Blitz,,Fire,TM/HM,9
Litten,litten,Nasty Plot,,Dark,TM/HM,9
Litten,litten,Fire Fang,,Fire,TM/HM,9
Litten,litten,Fire Pledge,,Fire,TM/HM,9
Litten,litten,Work Up,,Normal,TM/HM,8
Litten,litten,Parting Shot,,Dark,Egg,9
Litten,litten,Tera Blast,,Normal,TM/HM,9
Litten,litten,Trailblaze,,Grass,TM/HM,9
Litten,litten,Temper Flare,,Fire,TM/HM,9
Torracat,torracat,Growl,1,Normal,EarlyAndLaterPair,7
Torracat,torracat,Lick,1,Ghost,EarlyAndLaterPair,7
Torracat,torracat,Pay Day,,Normal,TM/HM,8
Torracat,torracat,Body Slam,,Normal,TM/HM,9
Torracat,torracat,Take Down,,Normal,TM/HM,9
Torracat,torracat,Double Edge,,Normal,TM/HM,9
Torracat,torracat,Fire Spin,,Fire,TM/HM,9
Torracat,torracat,Leech Life,,Bug,TM/HM,9
Torracat,torracat,Snore,,Normal,TM/HM,8
Torracat,torracat,Scary Face,,Normal,TM/HM,9
Torracat,torracat,Outrage,,Dragon,TM/HM,9
Torracat,torracat,Endure,,Normal,TM/HM,9
Torracat,torracat,Crunch,,Dark,TM/HM,9
Torracat,torracat,Fake Out,,Normal,Egg,9
Torracat,torracat,Heat Wave,,Fire,TM/HM,9
Torracat,torracat,Helping Hand,,Normal,TM/HM,9
Torracat,torracat,Revenge,,Fighting,TM/HM,8
Torracat,torracat,Endeavor,,Normal,TM/HM,9
Torracat,torracat,Flare Blitz,,Fire,TM/HM,9
Torracat,torracat,Nasty Plot,,Dark,TM/HM,9
Torracat,torracat,Fire Fang,,Fire,TM/HM,9
Torracat,torracat,Fire Pledge,,Fire,TM/HM,9
Torracat,torracat,Work Up,,Normal,TM/HM,8
Torracat,torracat,Parting Shot,,Dark,Egg,9
Torracat,torracat,Power Trip,,Dark,Egg,9
Torracat,torracat,Tera Blast,,Normal,TM/HM,9
Torracat,torracat,Trailblaze,,Grass,TM/HM,9
Torracat,torracat,Temper Flare,,Fire,TM/HM,9
Incineroar,incineroar,Scratch,1,Normal,MissingInGen9FromEarlierGen,8
Incineroar,incineroar,Growl,1,Normal,MissingInGen9FromEarlierGen,8
Incineroar,incineroar,Lick,1,Ghost,EarlyAndLaterPair,7
Incineroar,incineroar,Cross Chop,1,Fighting,EarlyAndLaterPair,7
Incineroar,incineroar,Cross Chop,66,Fighting,EarlyAndLaterPair,7
Incineroar,incineroar,Throat Chop,1,Dark,MissingInGen9FromEarlierGen,8
Incineroar,incineroar,Mega Punch,,Normal,TM/HM,8
Incineroar,incineroar,Pay Day,,Normal,TM/HM,8
Incineroar,incineroar,Fire Punch,,Fire,TM/HM,9
Incineroar,incineroar,Thunder Punch,,Electric,TM/HM,9
Incineroar,incineroar,Scratch,,Normal,Egg,9
Incineroar,incineroar,Mega Kick,,Normal,TM/HM,8
Incineroar,incineroar,Body Slam,,Normal,TM/HM,9
Incineroar,incineroar,Take Down,,Normal,TM/HM,9
Incineroar,incineroar,Double Edge,,Normal,TM/HM,9
Incineroar,incineroar,Growl,,Normal,Egg,9
Incineroar,incineroar,Low Kick,,Fighting,TM/HM,9
Incineroar,incineroar,Fire Spin,,Fire,TM/HM,9
Incineroar,incineroar,Leech Life,,Bug,TM/HM,9
Incineroar,incineroar,Thief,,Dark,TM/HM,9
Incineroar,incineroar,Snore,,Normal,TM/HM,8
Incineroar,incineroar,Reversal,,Fighting,TM/HM,9
Incineroar,incineroar,Scary Face,,Normal,TM/HM,9
Incineroar,incineroar,Outrage,,Dragon,TM/HM,9
Incineroar,incineroar,Endure,,Normal,TM/HM,9
Incineroar,incineroar,Baton Pass,,Normal,TM/HM,9
Incineroar,incineroar,Crunch,,Dark,TM/HM,9
Incineroar,incineroar,Fake Out,,Normal,Egg,9
Incineroar,incineroar,Heat Wave,,Fire,TM/HM,9
Incineroar,incineroar,Focus Punch,,Fighting,TM/HM,9
Incineroar,incineroar,Helping Hand,,Normal,TM/HM,9
Incineroar,incineroar,Superpower,,Fighting,TM/HM,8
Incineroar,incineroar,Revenge,,Fighting,TM/HM,8
Incineroar,incineroar,Knock Off,,Dark,TM/HM,9
Incineroar,incineroar,Endeavor,,Normal,TM/HM,9
Incineroar,incineroar,Blaze Kick,,Fire,TM/HM,8
Incineroar,incineroar,Blast Burn,,Fire,TM/HM,9
Incineroar,incineroar,Aerial Ace,,Flying,TM/HM,9
Incineroar,incineroar,Close Combat,,Fighting,TM/HM,9
Incineroar,incineroar,Assurance,,Dark,TM/HM,8
Incineroar,incineroar,Embargo,,Dark,TM/HM,7
Incineroar,incineroar,Flare Blitz,,Fire,TM/HM,9
Incineroar,incineroar,Drain Punch,,Fighting,TM/HM,9
Incineroar,incineroar,Nasty Plot,,Dark,TM/HM,9
Incineroar,incineroar,Fire Fang,,Fire,TM/HM,9
Incineroar,incineroar,Iron Head,,Steel,TM/HM,9
Incineroar,incineroar,Fire Pledge,,Fire,TM/HM,9
Incineroar,incineroar,Work Up,,Normal,TM/HM,8
Incineroar,incineroar,Heat Crash,,Fire,TM/HM,9
Incineroar,incineroar,Parting Shot,,Dark,Egg,9
Incineroar,incineroar,Darkest Lariat,,Dark,TM/HM,8
Incineroar,incineroar,Throat Chop,,Dark,TM/HM,9
Incineroar,incineroar,Throat Chop,,Dark,Egg,9
Incineroar,incineroar,Power Trip,,Dark,Egg,9
Incineroar,incineroar,Brutal Swing,,Dark,TM/HM,8
Incineroar,incineroar,Stomping Tantrum,,Ground,TM/HM,9
Incineroar,incineroar,Burning Jealousy,,Fire,TM/HM,9
Incineroar,incineroar,Burning Jealousy,,Fire,Tutor,8
Incineroar,incineroar,Lash Out,,Dark,TM/HM,9
Incineroar,incineroar,Lash Out,,Dark,Tutor,8
Incineroar,incineroar,Scorching Sands,,Ground,TM/HM,9
Incineroar,incineroar,Scorching Sands,,Ground,Tutor,8
Incineroar,incineroar,Tera Blast,,Normal,TM/HM,9
Incineroar,incineroar,Trailblaze,,Grass,TM/HM,9
Incineroar,incineroar,Temper Flare,,Fire,TM/HM,9
Popplio,popplio,Growl,1,Normal,EarlyAndLaterPair,7
Popplio,popplio,Water Gun,3,Water,EarlyAndLaterPair,9
Popplio,popplio,Hydro Pump,,Water,TM/HM,9
Popplio,popplio,Swift,,Normal,TM/HM,9
Popplio,popplio,Amnesia,,Psychic,TM/HM,9
Popplio,popplio,Snore,,Normal,TM/HM,8
Popplio,popplio,Icy Wind,,Ice,TM/HM,9
Popplio,popplio,Endure,,Normal,TM/HM,9
Popplio,popplio,Charm,,Fairy,TM/HM,9
Popplio,popplio,Encore,,Normal,TM/HM,9
Popplio,popplio,Iron Tail,,Steel,TM/HM,8
Popplio,popplio,Whirlpool,,Water,TM/HM,9
Popplio,popplio,Uproar,,Normal,TM/HM,9
Popplio,popplio,Helping Hand,,Normal,TM/HM,9
Popplio,popplio,Dive,,Water,TM/HM,8
Popplio,popplio,Hyper Voice,,Normal,TM/HM,9
Popplio,popplio,Water Pulse,,Water,TM/HM,9
Popplio,popplio,Brine,,Water,TM/HM,8
Popplio,popplio,Wonder Room,,Psychic,TM/HM,8
Popplio,popplio,Water Pledge,,Water,TM/HM,9
Popplio,popplio,Work Up,,Normal,TM/HM,8
Popplio,popplio,Disarming Voice,,Fairy,TM/HM,9
Popplio,popplio,Draining Kiss,,Fairy,TM/HM,9
Popplio,popplio,Misty Terrain,,Fairy,TM/HM,9
Popplio,popplio,Play Rough,,Fairy,TM/HM,9
Popplio,popplio,Life Dew,,Water,Egg,9
Popplio,popplio,Flip Turn,,Water,TM/HM,9
Popplio,popplio,Flip Turn,,Water,Tutor,8
Popplio,popplio,Triple Axel,,Ice,TM/HM,9
Popplio,popplio,Triple Axel,,Ice,Tutor,8
Popplio,popplio,Tera Blast,,Normal,TM/HM,9
Popplio,popplio,Ice Spinner,,Ice,TM/HM,9
Popplio,popplio,Chilling Water,,Water,TM/HM,9
Brionne,brionne,Growl,1,Normal,EarlyAndLaterPair,7
Brionne,brionne,Disarming Voice,1,Fairy,EarlyAndLaterPair,7
Brionne,brionne,Body Slam,,Normal,TM/HM,9
Brionne,brionne,Hydro Pump,,Water,TM/HM,9
Brionne,brionne,Swift,,Normal,TM/HM,9
Brionne,brionne,Amnesia,,Psychic,TM/HM,9
Brionne,brionne,Snore,,Normal,TM/HM,8
Brionne,brionne,Perish Song,,Normal,Egg,9
Brionne,brionne,Icy Wind,,Ice,TM/HM,9
Brionne,brionne,Endure,,Normal,TM/HM,9
Brionne,brionne,Charm,,Fairy,TM/HM,9
Brionne,brionne,Encore,,Normal,TM/HM,9
Brionne,brionne,Iron Tail,,Steel,TM/HM,8
Brionne,brionne,Whirlpool,,Water,TM/HM,9
Brionne,brionne,Uproar,,Normal,TM/HM,9
Brionne,brionne,Helping Hand,,Normal,TM/HM,9
Brionne,brionne,Dive,,Water,TM/HM,8
Brionne,brionne,Hyper Voice,,Normal,TM/HM,9
Brionne,brionne,Water Pulse,,Water,TM/HM,9
Brionne,brionne,Brine,,Water,TM/HM,8
Brionne,brionne,Aqua Ring,,Water,Egg,9
Brionne,brionne,Wonder Room,,Psychic,TM/HM,8
Brionne,brionne,Water Pledge,,Water,TM/HM,9
Brionne,brionne,Work Up,,Normal,TM/HM,8
Brionne,brionne,Disarming Voice,,Fairy,TM/HM,9
Brionne,brionne,Draining Kiss,,Fairy,TM/HM,9
Brionne,brionne,Misty Terrain,,Fairy,TM/HM,9
Brionne,brionne,Play Rough,,Fairy,TM/HM,9
Brionne,brionne,Life Dew,,Water,Egg,9
Brionne,brionne,Flip Turn,,Water,TM/HM,9
Brionne,brionne,Flip Turn,,Water,Tutor,8
Brionne,brionne,Triple Axel,,Ice,TM/HM,9
Brionne,brionne,Triple Axel,,Ice,Tutor,8
Brionne,brionne,Tera Blast,,Normal,TM/HM,9
Brionne,brionne,Ice Spinner,,Ice,TM/HM,9
Brionne,brionne,Chilling Water,,Water,TM/HM,9
Primarina,primarina,Growl,1,Normal,EarlyAndLaterPair,7
Primarina,primarina,Disarming Voice,1,Fairy,EarlyAndLaterPair,7
Primarina,primarina,Disarming Voice,9,Fairy,EarlyAndLaterPair,7
Primarina,primarina,Body Slam,,Normal,TM/HM,9
Primarina,primarina,Hydro Pump,,Water,TM/HM,9
Primarina,primarina,Hyper Beam,,Normal,TM/HM,9
Primarina,primarina,Haze,,Ice,TM/HM,9
Primarina,primarina,Swift,,Normal,TM/HM,9
Primarina,primarina,Amnesia,,Psychic,TM/HM,9
Primarina,primarina,Snore,,Normal,TM/HM,8
Primarina,primarina,Perish Song,,Normal,Egg,9
Primarina,primarina,Icy Wind,,Ice,TM/HM,9
Primarina,primarina,Endure,,Normal,TM/HM,9
Primarina,primarina,Charm,,Fairy,TM/HM,9
Primarina,primarina,Encore,,Normal,TM/HM,9
Primarina,primarina,Iron Tail,,Steel,TM/HM,8
Primarina,primarina,Whirlpool,,Water,TM/HM,9
Primarina,primarina,Uproar,,Normal,TM/HM,9
Primarina,primarina,Helping Hand,,Normal,TM/HM,9
Primarina,primarina,Dive,,Water,TM/HM,8
Primarina,primarina,Hyper Voice,,Normal,TM/HM,9
Primarina,primarina,Hydro Cannon,,Water,TM/HM,9
Primarina,primarina,Weather Ball,,Normal,TM/HM,9
Primarina,primarina,Calm Mind,,Psychic,TM/HM,9
Primarina,primarina,Water Pulse,,Water,TM/HM,9
Primarina,primarina,Brine,,Water,TM/HM,8
Primarina,primarina,Aqua Ring,,Water,Egg,9
Primarina,primarina,Wonder Room,,Psychic,TM/HM,8
Primarina,primarina,Stored Power,,Psychic,TM/HM,9
Primarina,primarina,Water Pledge,,Water,TM/HM,9
Primarina,primarina,Work Up,,Normal,TM/HM,8
Primarina,primarina,Disarming Voice,,Fairy,TM/HM,9
Primarina,primarina,Draining Kiss,,Fairy,TM/HM,9
Primarina,primarina,Misty Terrain,,Fairy,TM/HM,9
Primarina,primarina,Play Rough,,Fairy,TM/HM,9
Primarina,primarina,Liquidation,,Water,TM/HM,9
Primarina,primarina,Life Dew,,Water,Egg,9
Primarina,primarina,Misty Explosion,,Fairy,TM/HM,9
Primarina,primarina,Misty Explosion,,Fairy,Tutor,8
Primarina,primarina,Flip Turn,,Water,TM/HM,9
Primarina,primarina,Flip Turn,,Water,Tutor,8
Primarina,primarina,Triple Axel,,Ice,TM/HM,9
Primarina,primarina,Triple Axel,,Ice,Tutor,8
Primarina,primarina,Tera Blast,,Normal,TM/HM,9
Primarina,primarina,Ice Spinner,,Ice,TM/HM,9
Primarina,primarina,Snowscape,,Ice,TM/HM,9
Primarina,primarina,Chilling Water,,Water,TM/HM,9
Primarina,primarina,Alluring Voice,,Fairy,TM/HM,9
Primarina,primarina,Psychic Noise,,Psychic,TM/HM,9
Pikipek,pikipek,Take Down,,Normal,TM/HM,9
Pikipek,pikipek,Sky Attack,,Flying,Egg,9
Pikipek,pikipek,Endure,,Normal,TM/HM,9
Pikipek,pikipek,Uproar,,Normal,TM/HM,9
Pikipek,pikipek,Heat Wave,,Fire,TM/HM,9
Pikipek,pikipek,Facade,,Normal,TM/HM,9
Pikipek,pikipek,Helping Hand,,Normal,TM/HM,9
Pikipek,pikipek,Knock Off,,Dark,TM/HM,9
Pikipek,pikipek,Endeavor,,Normal,TM/HM,9
Pikipek,pikipek,Feather Dance,,Flying,TM/HM,9
Pikipek,pikipek,Hyper Voice,,Normal,TM/HM,9
Pikipek,pikipek,Air Cutter,,Flying,TM/HM,9
Pikipek,pikipek,Bullet Seed,,Grass,TM/HM,9
Pikipek,pikipek,Tailwind,,Flying,TM/HM,9
Pikipek,pikipek,Air Slash,,Flying,TM/HM,9
Pikipek,pikipek,Brave Bird,,Flying,TM/HM,9
Pikipek,pikipek,Gunk Shot,,Poison,TM/HM,9
Pikipek,pikipek,Gunk Shot,,Poison,Egg,9
Pikipek,pikipek,Acrobatics,,Flying,TM/HM,9
Pikipek,pikipek,Work Up,,Normal,TM/HM,7
Pikipek,pikipek,Dual Wingbeat,,Flying,TM/HM,9
Pikipek,pikipek,Tera Blast,,Normal,TM/HM,9
Trumbeak,trumbeak,Growl,1,Normal,EarlyAndLaterPair,7
Trumbeak,trumbeak,Rock Smash,1,Fighting,EarlyAndLaterPair,7
Trumbeak,trumbeak,Echoed Voice,1,Normal,MissingInGen9FromEarlierGen,7
Trumbeak,trumbeak,Take Down,,Normal,TM/HM,9
Trumbeak,trumbeak,Swift,,Normal,TM/HM,9
Trumbeak,trumbeak,Sky Attack,,Flying,Egg,9
Trumbeak,trumbeak,Endure,,Normal,TM/HM,9
Trumbeak,trumbeak,Uproar,,Normal,TM/HM,9
Trumbeak,trumbeak,Heat Wave,,Fire,TM/HM,9
Trumbeak,trumbeak,Facade,,Normal,TM/HM,9
Trumbeak,trumbeak,Helping Hand,,Normal,TM/HM,9
Trumbeak,trumbeak,Knock Off,,Dark,TM/HM,9
Trumbeak,trumbeak,Endeavor,,Normal,TM/HM,9
Trumbeak,trumbeak,Feather Dance,,Flying,TM/HM,9
Trumbeak,trumbeak,Hyper Voice,,Normal,TM/HM,9
Trumbeak,trumbeak,Air Cutter,,Flying,TM/HM,9
Trumbeak,trumbeak,Bullet Seed,,Grass,TM/HM,9
Trumbeak,trumbeak,Rock Blast,,Rock,TM/HM,9
Trumbeak,trumbeak,Tailwind,,Flying,TM/HM,9
Trumbeak,trumbeak,Air Slash,,Flying,TM/HM,9
Trumbeak,trumbeak,Brave Bird,,Flying,TM/HM,9
Trumbeak,trumbeak,Gunk Shot,,Poison,TM/HM,9
Trumbeak,trumbeak,Gunk Shot,,Poison,Egg,9
Trumbeak,trumbeak,Echoed Voice,,Normal,Egg,9
Trumbeak,trumbeak,Acrobatics,,Flying,TM/HM,9
Trumbeak,trumbeak,Work Up,,Normal,TM/HM,7
Trumbeak,trumbeak,Boomburst,,Normal,Egg,9
Trumbeak,trumbeak,Dual Wingbeat,,Flying,TM/HM,9
Trumbeak,trumbeak,Tera Blast,,Normal,TM/HM,9
Toucannon,toucannon,Growl,1,Normal,EarlyAndLaterPair,7
Toucannon,toucannon,Rock Smash,1,Fighting,EarlyAndLaterPair,7
Toucannon,toucannon,Echoed Voice,1,Normal,EarlyAndLaterPair,7
Toucannon,toucannon,Take Down,,Normal,TM/HM,9
Toucannon,toucannon,Hyper Beam,,Normal,TM/HM,9
